A,B,weight,backwardweight,SUM,Diff,Normalized_weight,Normalized_backward_weight,Weight_greater_than_mean,Backward_weight_greater_than_mean
Circle,Pythagorean_theorem,680,0,680,680,0.000148811445175785,0,1,0
Fundamental_theorem_of_algebra,Complex_number,4850,14524,19374,9674,0.00446445419976269,0.00213641614279803,1,1
Equation,Simultaneous_equations,36,65,101,29,1.48292046356094E-05,0.00511287658302525,0,0
Union_(set_theory),Integer,204,0,204,204,0.000232879636616442,0,1,0
Multiplication,Subtraction,2024,2514,4538,490,0.000431036961206461,0.00656422575296683,1,1
Analytic_geometry,Equation,297,0,297,297,0.000340908699599748,0,1,0
Linear_function,Function_(mathematics),602,604,1206,2,0.00109803921568627,5.73163189903673E-05,1,1
Division_(mathematics),Polynomial_long_division,190,0,190,190,0.000165275309521511,0,1,0
Linear_equation,Real_number,1511,0,1511,1511,0.00131446511882817,0,1,0
Inequality_(mathematics),Linear_inequality,66,983,1049,917,0.000114147156438678,0.016379784380051,1,1
Mathematics,Conic_section,715,609,1324,106,2.7852862233943E-06,0.000413738566141103,1,1
Set_(mathematics),Empty_set,2471,942,3413,1529,0.000594189066584524,0.00148534756660018,1,1
Exponential_growth,Exponentiation,1993,858,2851,1135,0.00192030863686029,0.000543659742502976,1,1
Piecewise,Function_(mathematics),643,217,860,426,0.00489304548325483,2.05921212266717E-05,1,1
Equation_solving,Rational_root_theorem,351,165,516,186,0.00270831243586083,0.00046952765517889,1,1
Prime_number,Floor_and_ceiling_functions,134,0,134,134,4.89017363400846E-05,0,1,0
Addition,Division_(mathematics),2920,2561,5481,359,0.000875197706262669,0.0012995138367017,1,1
Matrix_ring,Matrix_(mathematics),1243,556,1799,687,0.0530607017843422,0.000143189325905344,1,1
Sign_(mathematics),Real_number,910,268,1178,642,0.0131729419087738,1.41778080167146E-05,1,1
Real_number,Number,1565,13576,15141,12011,0.000171497809266164,0.000439708858063853,1,1
Complex_number,Natural_logarithm,71,900,971,829,6.52736653580982E-06,0.000232623478480907,1,1
Inverse_function,Function_(mathematics),3270,1509,4779,1761,0.0164340602180151,0.000143195902908054,1,1
Degree_of_a_polynomial,Integer,25,0,25,25,3.09858072608422E-05,0,0,0
Negative_number,Rational_number,249,0,249,249,0.00100987569200819,0,1,0
Exponentiation,Scientific_notation,1690,2609,4299,919,0.000440936319141881,0.00620825371745664,1,1
Summation,Empty_sum,801,154,955,647,0.0014107303567686,0.0128376125375125,1,1
Real_number,Square_root,333,3320,3653,2987,3.6491227147369E-05,0.00278157358309407,1,1
Closed_set,Set_(mathematics),152,0,152,152,0.00263769826120154,0,1,0
Triangle,Solution_of_triangles,4658,263,4921,4395,0.0022415126408705,0.00252719375792751,1,1
Polynomial,Binomial_theorem,130,0,130,130,1.65906876980434E-05,0,1,0
Unit_circle,Sine,819,3771,4590,2952,0.000971321697239383,0.00126372258290017,1,1
Calculus,Series_(mathematics),6017,2904,8921,3113,0.00102074935590325,0.005161482966573,1,1
Sum,Addition,3148,0,3148,3148,0.0226043873191398,0,1,0
Line_segment,Triangle,54,0,54,54,0.000104289585139893,0,1,0
Plane_(geometry),Geometry,1369,3205,4574,1836,0.00253439201435106,0.000130795057652666,1,1
Rational_function,Function_(mathematics),579,880,1459,301,0.00460558237947135,8.3507219721065E-05,1,1
Line_(geometry),Circle,40,11,51,29,1.36348498581464E-05,2.67471545282811E-06,1,0
Perpendicular,Slope,13,10,23,3,2.76931007964962E-05,1.5489539139742E-05,0,0
Circular_motion,Circle,710,0,710,710,0.0021990887719483,0,1,0
Complex_number,Imaginary_number,36564,40778,77342,4214,0.00336150183120212,0.0505409435185311,1,1
Cone,Ellipse,11,2102,2113,2091,1.81716960965545E-05,0.00202912009359823,0,1
Eccentricity_(mathematics),Conic_section,5041,5394,10435,353,0.0140787246758905,0.0036645415858212,1,1
Radius,Point_(geometry),101,0,101,101,0.000170996315960559,0,1,0
Common_logarithm,Logarithm,5596,14950,20546,9354,0.0297569353972466,0.00447355530346714,1,1
Analytic_geometry,Angle,30,0,30,30,3.44352221817927E-05,0,0,0
Constant_function,Domain_of_a_function,473,0,473,473,0.0103270599537138,0,1,0
Arithmetic_mean,Mathematics,880,0,880,880,0.00355740972062206,0,1,0
Zero_of_a_function,Domain_of_a_function,590,0,590,590,0.00330219568028029,0,1,0
Function_(mathematics),Function_composition,2267,1710,3977,557,0.000256956033315194,0.00989417285293556,1,1
Equation,Equation_solving,6986,1066,8052,5920,0.0028776895440102,0.0049351623372114,1,1
Orientation_(geometry),Geometry,207,0,207,207,0.00350194552529183,0,1,0
Binomial_theorem,Binomial_coefficient,38425,23289,61714,15136,0.024818647863271,0.0167782019536746,1,1
Circle,Quadratic_equation,49,65,114,16,1.07231776670786E-05,3.11363373991003E-05,1,0
Natural_logarithm,Binary_logarithm,1297,649,1946,648,0.000446981667548338,0.00342471174903037,1,1
Geometry,Circle,1094,186,1280,908,5.1732436057716E-05,4.52270067478208E-05,1,1
Unit_circle,Mathematics,341,0,341,341,0.000404420877605164,0,1,0
Multiplication,Natural_number,2092,25,2117,2067,0.000445518440140274,8.96084005366468E-06,1,0
Domain_of_a_function,Mathematics,579,0,579,579,0.00290766287180672,0,1,0
Algebraic_expression,Algebra,631,47,678,584,0.000763803231698681,8.32429910729862E-06,1,0
Algebraic_expression,Multiplication,798,0,798,798,0.000965950838186288,0,1,0
Subtraction,Integer,101,83,184,18,0.000527434423190404,1.0926384994993E-05,1,0
Identity_matrix,Main_diagonal,1602,0,1602,1602,0.00885959042367867,0,1,0
Quadratic_equation,Graph_of_a_function,1042,0,1042,1042,0.000432587541893945,0,1,0
Addition,Natural_number,2134,346,2480,1788,0.000639613666152238,0.000124018026342719,1,1
Rotation_(mathematics),Geometry,402,0,402,402,0.00470786635280891,0,1,0
Prime_number,Parity_(mathematics),2796,517,3313,2279,0.00102036757318565,0.00400883960764549,1,1
Trigonometric_functions,Mathematics,1734,597,2331,1137,0.000828342498126198,2.28173705041319E-06,1,1
Coordinate_system,Cartesian_coordinate_system,16402,14177,30579,2225,0.00700398708861397,0.0039268204858322,1,1
Union_(set_theory),Associative_property,529,160,689,369,0.000603888861618125,0.00196268446167245,1,1
Linear_inequality,Inequality_(mathematics),983,66,1049,917,0.0218395912019551,5.37163580960318E-05,1,1
Commutative_property,Real_number,54,0,54,54,0.000213433673509719,0,1,0
Division_by_zero,Mathematics,751,0,751,751,0.00176429821573303,0,1,0
Secant_line,Geometry,239,0,239,239,0.00155143426527579,0,1,0
Conic_section,Cone,3505,1732,5237,1773,0.00374189167837454,0.00228897367548115,1,1
Algebraic_expression,Mathematics,1034,24,1058,1010,0.00125162050962985,9.1728122629676E-08,1,0
Monotonic_function,Function_(mathematics),676,429,1105,247,0.00963278567051883,4.07097696140192E-05,1,1
Set_(mathematics),Function_(mathematics),116,7427,7543,7311,2.78939424216126E-05,0.000704781955532216,1,1
Matrix_multiplication,Matrix_(mathematics),8762,20088,28850,11326,0.00758461712918519,0.00517335823522761,1,1
Exponentiation,Mathematics,1822,12,1834,1810,0.000475376315666572,4.5864061314838E-08,1,0
Pythagorean_trigonometric_identity,Sine,1071,563,1634,508,0.0106331225241504,0.000188670329931794,1,1
Plane_curve,Conic_section,10,0,10,10,8.17908934019286E-05,0,0,0
Analytic_geometry,Coordinate_system,3410,3219,6629,191,0.00391413692133044,0.00192440939044826,1,1
Natural_number,Number,4332,26067,30399,21735,0.00186328110382631,0.000844275987268006,1,1
System_of_linear_equations,Linear_equation,5492,4110,9602,1382,0.00895045632333768,0.00919391099130941,1,1
Mathematics,Arithmetic,16483,15385,31868,1098,6.42096123359555E-05,0.00212142405260525,1,1
Exponentiation,Natural_logarithm,2121,1115,3236,1006,0.000553388125976289,0.000288194642784679,1,1
Transformation_(function),Function_(mathematics),2076,60,2136,2016,0.0122311907146645,5.6936740718908E-06,1,1
Multiplication,Cross_product,106,0,106,106,2.25740701027099E-05,0,1,0
Natural_number,Empty_set,190,403,593,213,8.17228554309784E-05,0.000635451241337444,1,1
Polynomial,Graph_of_a_function,1488,0,1488,1488,0.000189899563805296,0,1,0
Number,Polynomial,10,0,10,10,3.19787067862142E-07,0,0,0
Equation,Integer,165,0,165,165,6.79671879132096E-05,0,1,0
Circle,Cartesian_coordinate_system,985,0,985,985,0.000215557755144335,0,1,0
Mathematics,Subtraction,695,0,695,695,2.70737611924341E-06,0,1,0
Unit_circle,Pythagorean_theorem,1313,0,1313,1313,0.00155719827652663,0,1,0
Equation,Cartesian_coordinate_system,185,634,819,449,7.62056349329926E-05,0.000175608675179348,1,1
Inverse_function,Mathematics,793,0,793,793,0.00398538524553089,0,1,0
Geometry,Trigonometric_functions,11,740,751,729,5.20161605699155E-07,0.000353502565520984,0,1
Constant_function,Polynomial,585,89,674,496,0.0127723680188638,2.16347404341631E-05,1,1
Homogeneous_polynomial,Polynomial,1010,1873,2883,863,0.0133275272818442,0.000455301897002106,1,1
Point_(geometry),Line_segment,162,2112,2274,1950,0.000303524822522291,0.00611831642008963,1,1
Sine,Multiplicative_inverse,419,0,419,419,0.000229767693346224,0,1,0
Complex_number,Fundamental_theorem_of_algebra,14524,4850,19374,9674,0.00133526016290284,0.00386919411467653,1,1
Euclidean_vector,Vector_(mathematics_and_physics),8698,23729,32427,15031,0.0172012814934937,0.0154784059635795,1,1
Geometry,Polygon,993,7583,8576,6590,4.69564067690238E-05,0.00258124733850354,1,1
Multiplication,Factorization,387,90,477,297,8.24166521674408E-05,0.000205136153423608,1,1
Origin_(mathematics),Point_(geometry),604,0,604,604,0.0346927053417576,0,1,0
Mathematics,Equation,33,1756,1789,1723,1.28551671848968E-07,0.000830496434446117,0,1
Multiplication,Arithmetic,1997,4398,6395,2401,0.000425286962218034,0.000606436333009937,1,1
Displacement_(vector),Force,167,0,167,167,0.00168089218133505,0,1,0
Curve,Circle,49,1566,1615,1517,4.56795958567674E-05,0.00038078221810262,1,1
Square_matrix,Determinant,706,7302,8008,6596,0.00397323413379556,0.0108667829441213,1,1
Function_(mathematics),Graph_of_a_function,8065,2797,10862,5268,0.00091413780709618,0.00451061373052107,1,1
Domain_of_a_function,Function_(mathematics),4390,12309,16699,7919,0.0220460103751839,0.0011680572358484,1,1
Logarithm,Multiplication,243,194,437,49,2.90855955562955E-05,5.96769385853551E-05,1,1
Floor_and_ceiling_functions,Mathematics,218,0,218,218,0.000534181489386206,0,1,0
Mathematics,Division_(mathematics),662,0,662,662,2.57882444739444E-06,0,1,0
Inverse_trigonometric_functions,Domain_of_a_function,638,0,638,638,0.000695492922432917,0,1,0
Minor_(linear_algebra),Determinant,3491,7665,11156,4174,0.0168305041437463,0.0114069968867009,1,1
Complex_number,Pythagorean_theorem,698,458,1156,240,6.41704484788064E-05,0.000156840452508677,1,1
Cubic_function,Mathematics,21,0,21,21,0.00013613644761664,0,0,0
Polynomial,Algebraic_expression,103,2100,2203,1997,1.31449294838344E-05,0.00305037032948357,1,1
Exponential_function,Slope,10,0,10,10,3.29257997347498E-06,0,0,0
Line_(geometry),Slope,2277,2211,4488,66,0.000776163828174986,0.00342473710379695,1,1
Number,Division_(mathematics),352,323,675,29,1.12565047887474E-05,0.000163898074679676,1,1
Empty_set,Set_(mathematics),942,2471,3413,1529,0.00816935364975848,0.000950702369368839,1,1
Cartesian_coordinate_system,Plane_(geometry),2918,1206,4124,1712,0.00169730995567101,0.00223263460139327,1,1
Fundamental_theorem_of_algebra,Polynomial,2827,1184,4011,1643,0.00260227052015034,0.00028781497386572,1,1
Summation,Addition,3760,2926,6686,834,0.00662215498308356,0.00142917849101024,1,1
Vector_space,Scalar_multiplication,3790,794,4584,2996,0.00569820273573871,0.0111651714149113,1,1
Eccentricity_(mathematics),Mathematics,581,0,581,581,0.00162264214177591,0,1,0
Simultaneous_equations,Equation,65,36,101,29,0.00511287658302525,1.70261228018566E-05,0,0
Mathematics,Trigonometry,6163,4144,10307,2019,2.40079985940966E-05,0.00114962011768626,1,1
Subtraction,Division_(mathematics),195,2505,2700,2310,0.00101831398536761,0.00127109807143216,1,1
Sine,Real_number,643,0,643,643,0.000352602927975231,0,1,0
Right_triangle,Triangle,5981,5448,11429,533,0.0108527019253974,0.00238334076304527,1,1
Circle,Circular_sector,2647,0,2647,2647,0.000579270434382797,0,1,0
Open_set,Real_line,35,72,107,37,7.18885111889333E-05,0.000720937218383899,0,1
Rotation_of_axes,Coordinate_system,1040,1069,2109,29,0.0160076344102572,0.000639078483500835,1,1
Even_and_odd_functions,Domain_of_a_function,40,0,40,40,0.000236497472433263,0,1,0
Polynomial,Slope,67,0,67,67,8.55058519822235E-06,0,1,0
Exponential_function,Function_(mathematics),907,370,1277,537,0.00029863700359418,3.51109901099932E-05,1,1
Exponential_function,Complex_number,732,368,1100,364,0.000241016854058368,5.41311718913299E-05,1,1
Dot_product,Product_(mathematics),1815,361,2176,1454,0.00146416309566834,0.00149252497188596,1,1
Vector_(mathematics_and_physics),Vector_field,2381,0,2381,2381,0.0025238258273983,0,1,0
Perpendicular,Pythagorean_theorem,12,0,12,12,2.55628622736888E-05,0,0,0
Interval_(mathematics),Mathematics,482,0,482,482,0.00173391274317946,0,1,0
Polynomial,Monomial,1601,5273,6874,3672,0.000204320700035134,0.164467733383238,1,1
Cone,Conic_section,1732,3505,5237,1773,0.00286121614902112,0.00238120471974477,1,1
Real_line,Real_number,1889,3130,5019,1241,0.0260074621728415,0.000165584101090734,1,1
Commutative_property,Division_(mathematics),504,92,596,412,0.00199204761942405,4.66830429428178E-05,1,1
Geometry,Parallel_(geometry),43,898,941,855,2.0333590040967E-06,0.00791405582141378,0,1
Slope,Line_(geometry),2211,2277,4488,66,0.0095892371547159,0.000987844780387832,1,1
Function_composition,Mathematics,257,0,257,257,0.00066089944042133,0,1,0
Number,Square_root,10,0,10,10,3.19787067862142E-07,0,0,0
Polynomial,Subtraction,1783,0,1783,1783,0.000227547662812395,0,1,0
Trigonometric_functions,Geometry,740,11,751,729,0.000353502565520984,4.48906594127714E-07,1,0
Hyperbola,Focus_(geometry),566,1070,1636,504,0.00184311388555109,0.0129571324775975,1,1
Line_(geometry),Triangle,283,0,283,283,9.6466562746386E-05,0,1,0
Pythagorean_theorem,Pythagorean_trigonometric_identity,5698,2776,8474,2922,0.00260167917432986,0.0275607358795906,1,1
Multiplication,Matrix_multiplication,130,44,174,86,2.76851803146442E-05,4.35286284821666E-05,1,0
Curve,Conic_section,526,1001,1527,475,0.000490356477972646,0.000680053045496296,1,1
Matrix_(mathematics),Main_diagonal,731,282,1013,449,0.000203946063380633,0.0049008533046002,1,1
Angle,Perpendicular,841,3014,3855,2173,0.000648486928091976,0.00834669524592842,1,1
Logarithm,Base_(exponentiation),2442,435,2877,2007,0.000292292281269439,0.0136218450554268,1,1
Trigonometry,Trigonometric_substitution,281,0,281,281,7.79544529608683E-05,0,1,0
Circle,Perpendicular,92,11,103,81,2.01333131708414E-05,3.04623914084979E-05,1,0
Scientific_notation,Integer,768,0,768,768,0.00234963699944013,0,1,0
Geometric_series,Series_(mathematics),13208,7880,21088,5328,0.0228098140226475,0.0140056769203152,1,1
Polar_coordinate_system,Coordinate_system,3340,10122,13462,6782,0.00681116950227481,0.0060512183442427,1,1
Function_composition,Real_number,30,0,30,30,7.71477946017117E-05,0,0,0
Absolute_value,Sign_(mathematics),3346,2020,5366,1326,0.0191318070580701,0.0584812252106193,1,1
Summation,Mathematics,675,0,675,675,0.00118881771637803,0,1,0
Logarithm,Nth_root,1130,584,1714,546,0.000135254004027218,0.00111702565142296,1,1
Line_(geometry),Parallel_(geometry),569,1745,2314,1176,0.000193955739232133,0.0153786496752417,1,1
Plane_curve,Curve,1116,368,1484,748,0.00912786370365523,0.000343063087250825,1,1
Operation_(mathematics),Mathematics,1376,588,1964,788,0.0181638175697974,2.24733900442706E-06,1,1
Constant_function,Function_(mathematics),701,699,1400,2,0.015305008514912,6.63313029375278E-05,1,1
Square_(algebra),Algebra,349,0,349,349,0.0036439191446709,0,1,0
Rational_root_theorem,Polynomial,52,0,52,52,0.000174876325444842,0,1,0
Exponentiation,Base_(exponentiation),2122,1626,3748,496,0.00055364903504087,0.0509175173795954,1,1
Constant_function,Mathematics,183,0,183,183,0.00399545871359329,0,1,0
Mathematics,Geometry,21071,17949,39020,3122,8.20821902281696E-05,0.000732493132545304,1,1
Mathematics,Quadratic_equation,10,0,10,10,3.89550520754447E-08,0,0,0
Right_triangle,Angle,1843,11,1854,1832,0.00334417817229685,7.82953256978783E-06,1,0
Negative_number,Integer,1091,21,1112,1070,0.00442479670675076,2.76450704692593E-06,1,0
Function_(mathematics),Mathematics,5797,1207,7004,4590,0.000657068427493683,4.61316016725079E-06,1,1
Equation,Inequality_(mathematics),229,0,229,229,9.43302183765152E-05,0,1,0
Polynomial,Equation,46,812,858,766,5.87055103161534E-06,0.000384033658752988,0,1
Equation_solving,Number,54,0,54,54,0.000416663451670898,0,1,0
Addition,Integer,1032,0,1032,1032,0.000309316449610642,0,1,0
Polynomial_long_division,Polynomial,1878,603,2481,1275,0.00521708693200286,0.000146581443615734,1,1
Complex_number,Multiplicative_inverse,857,149,1006,708,7.87880721294228E-05,0.000217048978777271,1,1
Parity_(mathematics),Division_(mathematics),63,0,63,63,0.000366379185009857,0,1,0
Identity_(mathematics),Equality_(mathematics),1179,964,2143,215,0.0279099495774448,0.00275484455418099,1,1
Quadratic_equation,Real_number,873,320,1193,553,0.000362426990473526,1.6928725990107E-05,1,1
Series_(mathematics),Mathematics,874,1497,2371,623,0.00207122747480876,5.72154164902604E-06,1,1
Linear_function,Degree_of_a_polynomial,400,6694,7094,6294,0.000729594163246694,0.00585653843058068,1,1
Line_segment,Geometry,1765,34,1799,1731,0.00340872440318354,1.38752947275839E-06,1,0
Linear_equation,Equation_solving,722,0,722,722,0.000628089884708099,0,1,0
Triangle,Law_of_sines,1937,545,2482,1392,0.000932118932023651,0.000858820878329507,1,1
Pythagorean_theorem,Distance,10,332,342,322,4.56595151690041E-06,0.000569896423041668,0,1
Angle,Cartesian_coordinate_system,396,0,396,396,0.000305351752109896,0,1,0
Sine_wave,Curve,4498,0,4498,4498,0.00522546280430073,0,1,0
Matrix_multiplication,Multiplication,44,130,174,86,3.80875546318362E-05,3.99897011138977E-05,0,1
Vector_space,Vector_(mathematics_and_physics),1648,29540,31188,27892,0.0024777409257249,0.019268916185433,1,1
Complex_number,Sine,25,1335,1360,1310,2.29836849852459E-06,0.00044737991200523,0,1
Associative_property,Subtraction,552,869,1421,317,0.000615576082192789,0.00226901836886562,1,1
Graph_of_a_function,Cartesian_coordinate_system,2667,1575,4242,1092,0.0104451833488033,0.00043625183502756,1,1
Triangle,Right_triangle,5448,5981,11429,533,0.00262167472465919,0.0108527019253974,1,1
Limit_of_a_function,Limit_(mathematics),1545,25976,27521,24431,0.00900113606571703,0.0465677442718053,1,1
Line_(geometry),Linear_equation,4140,2461,6601,1679,0.00141120696031816,0.00550516178822687,1,1
Function_(mathematics),Rational_function,880,579,1459,301,9.97447328263656E-05,0.00460558237947135,1,1
Algebraic_equation,Equation,2168,6685,8853,4517,0.0125010811590025,0.00316165641473365,1,1
Geometry,Cone,92,212,304,120,4.35044252039294E-06,0.000280174606929564,1,1
Linear_equation,Slope,2269,1573,3842,696,0.00197387250471285,0.00243650450668141,1,1
Matrix_multiplication,Mathematics,644,0,644,644,0.00055746329961142,0,1,0
Pythagorean_theorem,Sine,611,85,696,526,0.000278979637682615,2.84848633111945E-05,1,1
Polynomial,Quadratic_equation,673,655,1328,18,8.58887140060245E-05,0.000313758476867857,1,1
Trigonometric_functions,Identity_(mathematics),219,120,339,99,0.000104617651147426,0.000710189443033929,1,1
Mathematical_proof,Mathematics,1305,26634,27939,25329,0.00555354597101943,0.000101795284088283,1,1
Mathematics,Multiplication,866,0,866,866,3.37350750973351E-06,0,1,0
Exponential_function,E_(mathematical_constant),23961,16268,40229,7693,0.00788935087444339,0.00414089320400212,1,1
Triangle,Polygon,9845,5869,15714,3976,0.00473758951253115,0.0019978030633888,1,1
Real_number,Complex_number,12036,15019,27055,2983,0.00131894417401121,0.0022092284528149,1,1
Complex_number,Real_number,15019,12036,27055,2983,0.00138076785917363,0.000636731706302898,1,1
Arithmetic,Division_by_zero,895,0,895,895,0.000117670724444088,0,1,0
Square_matrix,Main_diagonal,1180,41,1221,1139,0.00664081625761865,0.000712535409534071,1,0
Range_(statistics),Function_(mathematics),36,0,36,36,0.000248761375650407,0,1,0
Interval_(mathematics),Integer,443,0,443,443,0.00159361689881432,0,1,0
Matrix_(mathematics),Minor_(linear_algebra),1589,2989,4578,1400,0.000443324616568846,0.0172923500587211,1,1
Complex_number,Interval_(mathematics),10,0,10,10,9.19347399409834E-07,0,0,0
Slope,Analytic_geometry,828,267,1095,561,0.0035910847417932,0.000175127787532607,1,1
Graph_of_a_function,Analytic_geometry,23,0,23,23,9.00784465776065E-05,0,0,0
Negative_number,Real_number,2753,277,3030,2476,0.0111654127714801,1.46539284351863E-05,1,1
Addition,Subtraction,9652,1778,11430,7874,0.00289294803453674,0.00464247947047535,1,1
Geometry,Coordinate_system,882,3353,4235,2471,4.17075032933323E-05,0.00200451838650917,1,1
Coordinate_system,Analytic_geometry,3219,3410,6629,191,0.00137457837082358,0.0022366507696112,1,1
Addition,Real_number,674,96,770,578,0.000202014813020904,5.07861779703209E-06,1,0
Scalar_(mathematics),Scalar_multiplication,4079,758,4837,3321,0.0271801056819015,0.010658941980482,1,1
Work_(physics),Force,17076,1523,18599,15553,0.0563209330092252,0.00128411699882549,1,1
Multiplication,Distributive_property,583,519,1102,64,0.000124157385564904,0.00221742752771784,1,1
Polynomial,Quadratic_function,239,8590,8829,8351,3.05013412294797E-05,0.0410070843437912,1,1
Area,Cone,33,0,33,33,0.00021334505653644,0,0,0
Polygon,Geometry,7583,993,8576,6590,0.00315485761952409,4.052402254262E-05,1,1
Logarithm,Function_(mathematics),526,213,739,313,6.29589434675368E-05,2.02125429552123E-05,1,1
List_of_mathematical_symbols,Mathematics,4704,416,5120,4288,0.00845872773829732,1.58995412558105E-06,1,1
Equality_(mathematics),Inequality_(mathematics),1309,2503,3812,1194,0.00353293946501202,0.00203715218658133,1,1
Focus_(geometry),Geometry,35,0,35,35,0.000593361136540874,0,1,0
Line_(geometry),Curve,4721,2253,6974,2468,0.00160925315450773,0.00210032917276116,1,1
Exponentiation,Complex_number,1748,824,2572,924,0.000456069044887578,0.000121206754452326,1,1
Quadratic_function,Quadratic_equation,7111,14983,22094,7872,0.0339466096354714,0.00717716528078031,1,1
Cone,Line_(geometry),1081,0,1081,1081,0.00178578213457958,0,1,0
Polar_coordinate_system,Mathematics,430,0,430,430,0.00087688709161023,0,1,0
Elementary_matrix,Identity_matrix,3022,0,3022,3022,0.0351374920062787,0,1,0
Pythagorean_trigonometric_identity,Trigonometric_functions,2658,2805,5463,147,0.0263892060403284,0.00133996580579238,1,1
Continuous_function,Function_(mathematics),2446,946,3392,1500,0.0126941620348026,8.97702612001449E-05,1,1
Integer,Real_number,8252,18064,26316,9812,0.00100872537671651,0.000955626582141538,1,1
Matrix_(mathematics),Identity_matrix,1892,0,1892,1892,0.00052786039933811,0,1,0
Partial_fraction_decomposition,Polynomial,1183,0,1183,1183,0.00290067576182583,0,1,0
Quadratic_equation,Degree_of_a_polynomial,2757,0,2757,2757,0.00114457183589405,0,1,0
Trigonometry,Trigonometric_functions,57658,2909,60567,54749,0.0159953660100275,0.00138964724743317,1,1
Elementary_matrix,Square_matrix,379,0,379,379,0.00440672053950352,0,1,0
Number,Complex_number,13413,6977,20390,6436,0.000428930394123491,0.00102628583229839,1,1
Function_(mathematics),Linear_function,604,602,1206,2,6.84611575308237E-05,0.00237907990467873,1,1
Quadratic_equation,Equation,499,2993,3492,2494,0.000207160444726563,0.00141553293183213,1,1
Line_segment,Chord_(geometry),939,1354,2293,415,0.00181348000826592,0.00413953346173836,1,1
Mathematics,Fundamental_theorem_of_algebra,1023,0,1023,1023,3.985101827318E-06,0,1,0
Quadratic_equation,Rational_number,10,0,10,10,4.15151191836799E-06,0,0,0
Function_composition,Interval_(mathematics),71,0,71,71,0.000182583113890718,0,1,0
Summation,Arithmetic,488,756,1244,268,0.000859471178655526,0.000104244171840726,1,1
Polynomial,Natural_number,1006,0,1006,1006,0.000128386398647936,0,1,0
Algebraic_expression,Exponentiation,1666,0,1666,1666,0.00201663420603804,0,1,0
Square_root,Natural_logarithm,108,0,108,108,3.44704650352987E-05,0,1,0
Polynomial,Rational_number,11,0,11,11,1.40382742060367E-06,0,0,0
Logarithm,Integer,10,0,10,10,1.19693808873644E-06,0,0,0
Natural_logarithm,Exponentiation,1115,2121,3236,1006,0.00038425949060632,0.00134394209073288,1,1
Complex_conjugate,Complex_number,6218,7852,14070,1634,0.0405084072208939,0.00115499446111609,1,1
Binomial,Polynomial,15,382,397,367,1.5106637755919E-05,9.28592229870819E-05,0,1
Real_number,Rational_number,40027,38724,78751,1303,0.00438628933641964,0.00754051096873289,1,1
Limit_(mathematics),Calculus,3437,4750,8187,1313,0.00616158519641958,0.000495883177857428,1,1
Limit_of_a_function,Mathematics,355,0,355,355,0.0020682222028023,0,1,0
Origin_(mathematics),Mathematics,187,0,187,187,0.0107409534750144,0,1,0
Linear_function,Graph_of_a_function,252,0,252,252,0.000459644322845417,0,1,0
Number,Subtraction,388,0,388,388,1.24077382330511E-05,0,1,0
Chord_(geometry),Line_segment,1354,939,2293,415,0.00413953346173836,0.00272021738563644,1,1
Determinant,Matrix_(mathematics),247,13715,13962,13468,0.000122527985491099,0.00353208921725143,1,1
Chord_(geometry),Circle,6094,3785,9879,2309,0.0186309578403498,0.000920345271723127,1,1
Factorization,Number,55,0,55,55,0.000188041259671304,0,1,0
Exponential_function,Natural_logarithm,11641,7716,19357,3925,0.00383289234712222,0.00199435862217631,1,1
Orientation_(geometry),Plane_(geometry),208,0,208,208,0.00351886313652512,0,1,0
Set_(mathematics),E_(mathematical_constant),10,0,10,10,2.40465020875971E-06,0,0,0
Square_root,Common_logarithm,668,0,668,668,0.000213206209662774,0,1,0
Function_composition,Transformation_(function),38,278,316,240,9.77205398288348E-05,0.00191087618484634,1,1
Analytic_geometry,Line_(geometry),876,1681,2557,805,0.00100550848770835,0.000729278469842752,1,1
Multiplication,Real_number,404,38,442,366,8.60370219008943E-05,2.0102862113252E-06,1,0
Real_number,Absolute_value,10,2474,2484,2464,1.09583264706814E-06,0.0141458728815498,0,1
Division_(mathematics),Division_by_zero,3032,1421,4453,1611,0.00263744599194326,0.00333830594481576,1,1
Cone,Circle,709,10,719,699,0.00117124841204156,2.43155950257101E-06,1,0
Complex_number,Zero_(complex_analysis),29,44,73,15,2.66610745828852E-06,0.0307262569832402,0,1
Binary_logarithm,Mathematics,12,0,12,12,8.8651827335791E-05,0,0,0
Exponentiation,Multiplication,2942,2227,5169,715,0.000767594467997285,0.000685054341389617,1,1
Law_of_sines,Angle,11,0,11,11,1.08337560139657E-05,0,0,0
Factorization,Real_number,236,0,236,236,0.000806867950589595,0,1,0
Mathematics,Mathematical_analysis,16315,5401,21716,10914,6.35551674610881E-05,0.0313388494969305,1,1
Complex_number,Negative_number,396,506,902,110,3.64061570166294E-05,0.00307828954172421,1,1
Complex_number,E_(mathematical_constant),995,301,1296,694,9.14750662412785E-05,7.66172150482319E-05,1,1
Equation_solving,Equation,1066,6986,8052,5920,0.00822524517557735,0.0033040137192714,1,1
Function_(mathematics),Exponential_function,370,907,1277,537,4.19381263019946E-05,0.000709262562431918,1,1
Pythagorean_theorem,Geometry,977,2023,3000,1046,0.00044609346320117,8.25580036291241E-05,1,1
Transformation_(function),Mathematics,49,0,49,49,0.000288693807812408,0,1,0
Imaginary_number,Complex_number,40778,36564,77342,4214,0.0631761598227634,0.00537840263324616,1,1
