A,B,result
Matrix_(mathematics),Elementary_matrix,0
Number,Product_topology,0
Factorization,Mathematics,1
Inverse_trigonometric_functions,Multiplicative_inverse,0
Binomial_coefficient,Integer,1
Square_matrix,Matrix_(mathematics),1
Algebra,Fundamental_theorem_of_algebra,0
Square_matrix,Square_(algebra),0
Algebra,Square_(algebra),0
Ellipse,Mathematics,1
Linear_equation,System_of_linear_equations,0
Line_segment,Mathematics,1
Arithmetic,Natural_logarithm,0
Complex_number,Domain_of_a_function,0
Integer,Division_(mathematics),0
Coordinate_system,Change_of_variables,0
Ellipse,Geometry,1
Image_(mathematics),Function_(mathematics),1
Basis_(linear_algebra),Number,1
Geometry,Ellipse,0
Polynomial_long_division,Graph_of_a_function,0
Mathematics,Inequality_(mathematics),0
Number,Rotation_of_axes,0
Sign_(mathematics),Algebra,0
Equation,Number,1
Circular_motion,Curve,1
Parity_(mathematics),Mathematics,1
Rationalisation_(mathematics),Complex_number,0
Function_(mathematics),Multiplicative_inverse,0
Determinant,Vector_field,0
Number,Equation,0
Line_(geometry),Law_of_sines,0
Mathematics,Secant_line,0
Exponentiation,Logarithm,0
Geometry,Asymptote,0
Geometry,Complex_plane,0
Symmetry,Mathematics,0
Base_(exponentiation),Exponentiation,1
Rectangle,Angle,1
Vector_(mathematics_and_physics),Vector_space,0
Maxima_and_minima,Injective_function,0
Function_composition,Domain_of_a_function,0
Graph_of_a_function,Mathematics,1
Vertical_line_test,Domain_of_a_function,0
Circle,Pythagorean_theorem,0
Binary_logarithm,Multiplication,1
Multiplication,Partial_fraction_decomposition,0
Fundamental_theorem_of_algebra,Complex_number,1
Equation,Simultaneous_equations,0
Pythagorean_trigonometric_identity,Trigonometry,1
Union_(set_theory),Integer,0
Multiplication,Subtraction,0
Mathematics,Plane_curve,0
Analytic_geometry,Equation,1
Complex_number,Interval_(mathematics),0
Slope,Analytic_geometry,0
Elementary_matrix,Main_diagonal,1
Graph_of_a_function,Analytic_geometry,0
Number,Descartes'_rule_of_signs,0
Negative_number,Real_number,0
Addition,Subtraction,0
Exponentiation,Unit_circle,0
Law_of_sines,Polygon,1
Linear_function,Linear_inequality,0
Line_(geometry),Vector_field,0
Polynomial_long_division,Mathematics,1
Floor_and_ceiling_functions,Number,1
Geometry,Coordinate_system,0
Unit_circle,Geometry,1
Coordinate_system,Analytic_geometry,0
Addition,Real_number,0
Scalar_(mathematics),Scalar_multiplication,0
Mathematics,Quadratic_function,0
Work_(physics),Force,1
Mathematics,Extended_real_number_line,0
Multiplication,Distributive_property,0
Scalar_multiplication,Work_(physics),0
Polynomial,Quadratic_function,0
Integer,Homogeneous_polynomial,0
Area,Cone,0
Dot_product,Number,1
Mathematics,Mathematical_induction,0
Polygon,Geometry,1
Point_(geometry),Triangle,0
Integer,Nth_root,0
Quadratic_formula,Number,1
Logarithm,Function_(mathematics),0
List_of_mathematical_symbols,Mathematics,1
Equality_(mathematics),Inequality_(mathematics),0
Focus_(geometry),Geometry,1
Vertical_line_test,Line_(geometry),1
Line_(geometry),Curve,0
Exponentiation,Complex_number,0
Sine,Identity_(mathematics),0
Quadratic_function,Quadratic_equation,0
Equality_(mathematics),Linear_inequality,0
Curve,Circular_motion,0
Cone,Line_(geometry),1
Vector_field,Vector_(mathematics_and_physics),1
Multiplication,Factorization,0
Origin_(mathematics),Point_(geometry),1
Multiplication,Exponential_function,0
Mathematics,Equation,0
Multiplication,Arithmetic,1
Geometry,Right_triangle,0
Displacement_(vector),Force,0
Curve,Circle,0
Sum,Number,1
Square_matrix,Determinant,0
Pythagorean_theorem,Analytic_geometry,0
Function_(mathematics),Graph_of_a_function,0
Domain_of_a_function,Function_(mathematics),1
Arithmetic_mean,Arithmetic,1
Logarithm,Multiplication,1
Floor_and_ceiling_functions,Mathematics,1
Mathematics,Division_(mathematics),0
Zero_of_a_function,Function_(mathematics),1
Polynomial,Synthetic_division,0
Geometry,Solution_of_triangles,0
Semi-major_axis,Focus_(geometry),0
Triangle,Line_(geometry),1
Natural_logarithm,Number,1
Mathematics,Focus_(geometry),0
Inverse_trigonometric_functions,Domain_of_a_function,0
Exponential_function,Number,1
Edge_(geometry),Point_(geometry),1
Minor_(linear_algebra),Determinant,1
Complex_number,Pythagorean_theorem,0
Mathematics,Binomial,0
Line_segment,Focus_(geometry),0
Cubic_function,Mathematics,1
Polynomial,Algebraic_expression,0
Natural_number,Geometry,0
Exponential_function,Slope,0
Piecewise,Maxima_and_minima,0
Binomial_theorem,Number,1
Line_(geometry),Slope,0
Number,Division_(mathematics),0
Function_composition,Natural_number,0
Empty_set,Set_(mathematics),1
Interval_(mathematics),Multiplicative_inverse,0
Real_number,Empty_set,0
Line_(geometry),System_of_linear_equations,0
Cartesian_coordinate_system,Plane_(geometry),1
Open_set,Rational_number,0
Arithmetic,Fundamental_theorem_of_algebra,0
Product_topology,Multiplication,1
Arithmetic,Scalar_multiplication,0
Fundamental_theorem_of_algebra,Polynomial,1
Summation,Addition,1
Geometry,Focus_(geometry),0
Cone,Eccentricity_(mathematics),0
Vector_space,Scalar_multiplication,0
Sum,Mathematics,1
Unit_circle,Inverse_trigonometric_functions,0
Mathematics,Algebraic_operation,0
Mathematics,Solution_of_triangles,0
Eccentricity_(mathematics),Mathematics,1
System_of_linear_equations,Number,1
Division_(mathematics),Binary_logarithm,0
Simultaneous_equations,Equation,1
Descartes'_rule_of_signs,Mathematics,1
Fundamental_theorem_of_algebra,Multiplication,1
Mathematics,Trigonometry,0
Subtraction,Division_(mathematics),0
Algebra,Basis_(linear_algebra),0
Sine,Real_number,0
Multiplication,Product_topology,0
Equality_(mathematics),Parametric_equation,0
Matrix_ring,Arithmetic,1
Plane_curve,Mathematics,1
Multiplication,Even_and_odd_functions,0
Right_triangle,Triangle,1
Circle,Circular_sector,0
Perpendicular,Mathematics,1
Open_set,Real_line,0
Rotation_of_axes,Coordinate_system,1
Rectangle,Geometry,1
Eccentricity_(mathematics),Geometry,1
Even_and_odd_functions,Domain_of_a_function,0
Exponential_growth,Common_logarithm,0
Polynomial,Slope,0
Arithmetic,Polynomial_long_division,0
Coordinate_system,Circle,0
Mathematics,Spherical_law_of_cosines,0
Exponential_function,Function_(mathematics),1
Integer,Quadratic_formula,0
Partial_fraction_decomposition,Polynomial,1
Quadratic_equation,Degree_of_a_polynomial,0
Addition,Synthetic_division,0
Trigonometry,Trigonometric_functions,0
Arithmetic,Binomial,0
Elementary_matrix,Square_matrix,1
Line–line_intersection,Geometry,1
Number,Complex_number,0
Function_(mathematics),Linear_function,0
Quadratic_equation,Equation,1
Mathematics,Expression_(mathematics),0
Line_segment,Chord_(geometry),0
Secant_line,Mathematics,1
Mathematics,Fundamental_theorem_of_algebra,0
Floor_and_ceiling_functions,Mathematical_proof,0
Square_root,Number,1
Mereology,Mathematics,1
Polynomial,Rational_number,0
Mathematics,Limit_of_a_function,0
Line_(geometry),Circular_motion,0
Line_segment,Law_of_sines,0
Equality_(mathematics),Differential_equation,0
Quadratic_equation,Sine,0
Mathematics,Basis_(linear_algebra),0
Logarithm,Integer,0
Equation_solving,Nth_root,0
Natural_logarithm,Exponentiation,1
Complex_conjugate,Complex_number,1
Inverse_trigonometric_functions,Function_(mathematics),1
Slope,Sine,0
Multiplication,Degree_of_a_polynomial,0
Binomial,Polynomial,1
Multiplication,Binomial_theorem,0
Degree_(angle),Geometry,1
Polynomial,Division_(mathematics),0
Real_number,Rational_number,0
Limit_(mathematics),Calculus,1
Limit_of_a_function,Mathematics,1
Number,Sum,0
Origin_(mathematics),Mathematics,1
Multiplication,Fundamental_theorem_of_algebra,0
Real_number,System_of_linear_equations,0
Degree_of_a_polynomial,Zero_of_a_function,0
Geometry,Chord_(geometry),0
Spherical_law_of_cosines,Perpendicular,0
Line_(geometry),Plane_curve,0
Addition,Empty_sum,0
Linear_function,Graph_of_a_function,0
Number,Subtraction,0
Chord_(geometry),Line_segment,1
Determinant,Matrix_(mathematics),1
Number,Complex_conjugate,0
Chord_(geometry),Circle,1
Product_(mathematics),Product_topology,0
Inequality_(mathematics),Number,1
Factorization,Number,1
Semi-minor_axis,Conic_section,0
Rational_number,Set-builder_notation,0
Exponential_function,Natural_logarithm,0
Mathematics,Cone,0
Orientation_(geometry),Plane_(geometry),1
Set_(mathematics),E_(mathematical_constant),0
Trigonometric_substitution,Mathematics,1
Square_root,Common_logarithm,0
Number,Nth_root,0
Function_composition,Transformation_(function),0
Subtraction,Inequality_(mathematics),0
Mathematical_induction,Real_number,0
Analytic_geometry,Line_(geometry),1
Multiplication,Real_number,0
Real_number,Absolute_value,0
Division_(mathematics),Division_by_zero,0
Focus_(geometry),Mathematics,1
Cone,Circle,1
Complex_number,Zero_(complex_analysis),0
Binary_logarithm,Mathematics,1
Exponentiation,Multiplication,1
Law_of_sines,Angle,1
Division_(mathematics),Mathematics,1
Factorization,Real_number,0
Real_number,Analytic_geometry,0
Number,Rational_root_theorem,0
Line_(geometry),Circular_sector,0
Mathematics,Slope,0
Circular_sector,Polygon,0
Circular_sector,Circle,1
Solution_of_triangles,Geometry,1
Homogeneous_polynomial,Number,1
Unit_circle,Equation,0
Mathematics,Mathematical_analysis,0
Mathematics,Equality_(mathematics),0
Curve,Sine_wave,0
Trigonometric_substitution,Trigonometry,1
Addition,Polynomial,0
Multiplication,Natural_logarithm,0
Complex_number,Negative_number,0
Mathematics,Quadrant_(plane_geometry),0
Mathematics,Binary_logarithm,0
Integer,Descartes'_rule_of_signs,0
Complex_number,E_(mathematical_constant),0
Empty_sum,Mathematics,1
Arithmetic,Dot_product,0
Equation_solving,Equation,1
Function_(mathematics),Exponential_function,0
Binomial_coefficient,Arithmetic,1
Descartes'_rule_of_signs,Integer,1
Multiplication,Homogeneous_polynomial,0
Fundamental_theorem_of_algebra,Equality_(mathematics),1
Pythagorean_theorem,Geometry,1
Transformation_(function),Mathematics,1
Number,Exponential_growth,0
Imaginary_number,Complex_number,1
Amplitude,Even_and_odd_functions,0
Determinant,Parity_(mathematics),0
Circular_motion,Line_(geometry),1
Exponentiation,Sine,0
Line_(geometry),Perpendicular,0
Periodic_function,Function_(mathematics),1
Point_(geometry),Edge_(geometry),0
Equation,Linear_equation,0
Scalar_multiplication,Arithmetic,1
Mathematics,Rational_function,0
Fundamental_theorem_of_algebra,Algebra,1
Line_(geometry),Solution_of_triangles,0
Real_number,Limit_of_a_sequence,0
Perpendicular,Geometry,1
Number,Linear_equation,0
Point_(geometry),Mathematics,1
Sine,Trigonometry,1
Mathematics,Limit_(mathematics),0
Polar_coordinate_system,Number,1
Angle,Law_of_sines,0
Equation_solving,Real_number,0
Rational_function,Mathematics,1
Function_(mathematics),Continuous_function,0
Degree_of_a_polynomial,Arithmetic,1
Quadratic_equation,Number,1
Geometry,Distance,0
Subtraction,Real_number,0
Cylinder_(geometry),Geometry,1
Mathematics,Algebra,0
Series_(mathematics),Geometric_series,0
Empty_sum,Number,1
Addition,Complex_number,0
Number,Summation,0
Exponential_function,Exponential_growth,0
Real_number,Real_line,0
Binomial_coefficient,Mathematics,1
Number,Algebraic_equation,0
Interval_(mathematics),Inequality_(mathematics),0
Mathematics,Point_(geometry),0
Linear_inequality,Function_(mathematics),1
Line_(geometry),Focus_(geometry),0
Cross_product,Product_(mathematics),1
Linear_inequality,Linear_function,1
Mathematics,Equation_solving,0
Polynomial_long_division,Synthetic_division,0
Mathematics,Polar_coordinate_system,0
Mathematics,Binomial_theorem,0
Addition,Summation,0
Binomial_theorem,Multiplication,1
Conic_section,Curve,1
Curve,Plane_curve,0
Binomial,Addition,1
Equality_(mathematics),Algebra,0
Triangle,Line_segment,1
Partial_fraction_decomposition,Addition,1
Trigonometric_functions,Trigonometry,1
Vector_(mathematics_and_physics),Scalar_(mathematics),0
Plane_(geometry),Analytic_geometry,0
Mathematics,Square_(algebra),0
Mathematical_analysis,Mathematics,1
Polynomial_long_division,Integer,1
Summation,Number,1
Mathematical_proof,Mathematical_induction,0
Arithmetic,Summation,0
Pythagorean_trigonometric_identity,Geometry,1
Arithmetic,Logarithm,0
Mathematics,Plane_(geometry),0
Vector_(mathematics_and_physics),Norm_(mathematics),0
Geometric_series,Mathematics,1
Binomial,Summation,0
Real_number,Imaginary_number,0
Logarithm,Exponentiation,1
Logarithm,Arithmetic,1
Length,Geometry,0
Mathematics,Addition,0
Number,Logarithm,0
Set_(mathematics),Distributive_property,0
Rationalisation_(mathematics),Square_root,0
Integer,Distributive_property,0
Integer,Binary_logarithm,0
Polynomial,Function_composition,0
Common_logarithm,Number,1
Partial_fraction_decomposition,Synthetic_division,0
Descartes'_rule_of_signs,Multiplication,1
Division_(mathematics),Multiplicative_inverse,0
Limit_(mathematics),Mathematics,1
Analytic_geometry,Perpendicular,1
Sine,Inverse_trigonometric_functions,0
Quadratic_equation,Rational_number,0
Function_composition,Interval_(mathematics),0
Summation,Arithmetic,1
Equation,Zero_of_a_function,0
Polynomial,Natural_number,0
Mathematics,Polynomial_long_division,0
Multiplication,Minor_(linear_algebra),0
Trigonometric_substitution,Geometry,1
Homogeneous_polynomial,Integer,1
