A,B,result
Magnetism,Velocity,0
Elasticity_(physics),Field_(physics),0
Force,Deformation_(engineering),0
Work_(physics),Mass,0
Magnetic_field,Distance,0
Electric_potential_energy,Position_(vector),1
Ray_(optics),Geometrical_optics,0
Electromagnetic_spectrum,Physics,1
Physics,Kinetic_energy,0
Wave,Diffraction,0
Magnetism,Metre,0
Motion_(physics),Snell's_law,0
Gravitational_acceleration,Free_fall,0
Velocity,Distance,1
Wavelength,Electromagnetic_spectrum,0
Wavelength,Light,0
Frequency,Standing_wave,0
Geometrical_optics,Ray_(optics),1
Creep_(deformation),Physics,1
Physics,Energy_level,0
Dielectric,Magnet,0
Gravity,Le_Sage's_theory_of_gravitation,0
Motion_(physics),Planet,0
Electromagnetic_radiation,Power_(physics),0
Electric_field,Reflection_(physics),0
Refracting_telescope,Telescope,1
Electron,Electric_field,0
Wave,Mirror_image,0
Magnet,Electromotive_force,0
Force,Distance,0
Projectile_motion,Distance,1
Ohm,Ohm's_law,0
Speed,Metre,0
Newton's_law_of_universal_gravitation,Force,1
Coulomb's_law,Electrostatics,0
Inelastic_collision,Mechanical_energy,0
Distance,Refractive_index,0
Physics,Inertial_frame_of_reference,0
Magnet,Torque,0
Physics,Free_fall,0
Amplitude,Field_(physics),0
Friction,Gravitational_acceleration,0
Interference_(wave_propagation),Metre,0
Amplitude,Displacement_(vector),0
Refractive_index,Ray_(optics),0
Distance,Speed,0
Mirror_image,Geometrical_optics,0
Force,Contact_force,0
Electric_current,Dielectric,0
Refraction,Dispersion_(optics),0
Wave,Amplitude,0
Mirror_image,Wave,1
Gravitational_field,Physics,1
Potential_energy,Displacement_(vector),1
Mechanical_energy,Kinetic_energy,1
Plasticity_(physics),Deformation_(engineering),1
Position_(vector),Velocity,0
Optical_microscope,Light,1
Mass,Inelastic_collision,0
Refractive_index,Distance,1
Deformation_(engineering),Hooke's_law,0
Speed,Acceleration,0
Electric_field,Electromagnetic_spectrum,0
Virtual_image,Mirror_image,0
Tension_(physics),Transverse_wave,0
Field_(physics),Coulomb,0
Electric_potential,Coulomb,0
Elastic_collision,Mechanical_energy,0
Force,Hooke's_law,0
Friction,Le_Sage's_theory_of_gravitation,0
Physics,Fatigue_(material),0
Elasticity_(physics),Distance,0
Dispersion_(optics),Geometrical_optics,0
Standing_wave,Hertz,0
Magnet,Potential_energy,0
Light,Laser,0
Velocity,Intensity_(physics),0
Electromotive_force,Electric_field,1
Work_(physics),Physics,1
Electromagnetic_radiation,Force,1
Energy,Electric_potential,0
Velocity,Wavelength,0
Gravity,Newton's_law_of_universal_gravitation,0
Temperature,Mass,0
Wavelength,Wave,1
Mass,Length,0
Plasticity_(physics),Force,1
Potential_energy,Electrostatics,0
Compass,Force,0
Emission_spectrum,Physics,1
Newton's_laws_of_motion,Gravitational_field,0
Plasticity_(physics),Strength_of_materials,0
Electromotive_force,Work_(physics),0
Magnetic_field,Wavelength,0
Physics,Total_internal_reflection,0
Electric_potential,Position_(vector),1
Distance,Motion_graphs_and_derivatives,0
Intensity_(physics),Amplitude,0
Equations_of_motion,Distance,1
Specular_reflection,Total_internal_reflection,0
Light,Refraction,0
Shock_wave,Motion_(physics),1
Physics,Interference_(wave_propagation),0
Electromagnetic_spectrum,Electron,1
Mechanical_energy,Euclidean_vector,1
Refracting_telescope,Physics,1
Acceleration,Euclidean_vector,1
Electromotive_force,Magnetism,0
Electric_field,Insulator_(electricity),0
Magnetism,Magnet,1
Electromagnetic_radiation,Wavelength,0
Potential_energy,Coulomb,0
Amplitude,Electromagnetic_radiation,0
Physics,Absorption_spectroscopy,0
Geometrical_optics,Light,1
Force,Newton's_law_of_universal_gravitation,0
Plasticity_(physics),Fracture,0
Plane_mirror,Real_image,0
Speed,Hertz,0
Motion_(physics),Shock_wave,0
Electric_field,Gravitational_field,0
Force,Gravitational_constant,0
Fatigue_(material),Elasticity_(physics),1
Photoelectric_effect,Wavelength,0
Elastic_collision,Relative_velocity,1
Physics,Mechanical_energy,0
Stiffness,Creep_(deformation),0
Elasticity_(physics),Displacement_(vector),0
Amplitude,Sound_intensity,0
Hooke's_law,Potential_energy,0
Electron,Doppler_effect,0
Electric_field,Field_line,0
Geometrical_optics,Refraction,0
Snell's_law,Physics,1
Force,Newton's_laws_of_motion,0
Wavelength,Physics,1
Electric_field,Metre,0
Electromotive_force,Electric_current,1
Total_internal_reflection,Angle_of_incidence,1
Gravity_of_Earth,Gravitational_acceleration,0
Standing_wave,Laser,0
Telescope,Dispersion_(optics),0
Emission_spectrum,Electric_field,1
Friction,Electrical_resistance_and_conductance,0
Energy,Coulomb,0
Electric_potential_energy,Physics,1
Physics,Power_(physics),0
Diffraction,Plane_mirror,0
Motion_(physics),Kinetic_energy,0
Physics,Intensity_(physics),0
Electromagnetic_radiation,Scattering,0
Speed,Force,0
Hooke's_law,Displacement_(vector),0
Snell's_law,Distance,1
Real_image,Optical_microscope,0
Electric_current,Electrical_conductor,0
Electric_current,Field_(physics),0
Snell's_law,Angle_of_incidence,1
Mechanical_energy,Force,1
Work_(physics),Euclidean_vector,1
Stiffness,Length,0
Mass,Frequency,0
Position_(vector),Length,0
Mass,Equations_of_motion,0
Contact_force,Physics,1
Le_Sage's_theory_of_gravitation,Coulomb,0
Dispersion_(optics),Color,1
Standing_wave,Wave,1
Magnet,Magnetic_field,0
Force,Collision,0
Energy,Inelastic_collision,0
Temperature,Fatigue_(material),0
Relative_velocity,Doppler_effect,0
Curved_mirror,Plane_mirror,0
Physics,Refracting_telescope,0
Physics,Scattering,0
Acceleration,Mass,0
Gravitational_acceleration,Mass,1
Capacitance,Dielectric,0
Specular_reflection,Reflection_(physics),1
Energy,Metre,0
Mechanical_energy,Energy_level,0
Dielectric,Field_(physics),1
Voltage,Capacitance,0
Electromotive_force,Coulomb's_law,1
Lever,Physics,1
Motion_graphs_and_derivatives,Velocity,1
Interference_(wave_propagation),Wavelength,1
Electric_potential,Physics,1
Electromagnetic_spectrum,Light,1
Stiffness,Force,1
Mass,Le_Sage's_theory_of_gravitation,0
Magnetic_field,Length,0
Voltage,Series_and_parallel_circuits,0
Physics,Velocity,0
Magnetic_field,Work_(physics),0
